name,smiles,is_papota
cefodizime,CO\N=C(C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(O)=O)CSc3sc(CC(O)=O)c(C)n3)/c4csc(N)n4,0
metapramine,C1=CC=CC2=C1C(CC3=C(N2C)C=CC=C3)NC,0
cefroxadine,COC1=C(N3C(SC1)C(NC(=O)C(N)C2C=CCC=C2)C3=O)C(O)=O,0
dupracetam,C(N1C(CCC1)=O)C(NNC(CN2C(CCC2)=O)=O)=O,0
naprodoxime,C2=C1C(=CC=CC1=CC=C2)OC(\C(=N\O)N)C,0
AM2201 (1-(5-Fluoropentyl)-3-(1-naphthoyl) indole),C1=CC=C2C(=C1)C=CC=C2C(=O)C3=CN(C4=CC=CC=C43)CCCCCF,1
Alphaprodine,CCC(=O)OC1(CCN(CC1C)C)C2=CC=CC=C2,1
tiapride,C1=C([S](C)(=O)=O)C=CC(=C1C(NCCN(CC)CC)=O)OC,0
18,C(Cl)Cl,0
ceftriaxone,CO/N=C(C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(O)=O)CSC3=NC(=O)C(=O)NN3C)/c4csc(N)n4,0
azaloxan,O=C1NCCN1C4CCN(CCC3COc2ccccc2O3)CC4,0
Properidine,CC(C)OC(=O)C1(CCN(CC1)C)C2=CC=CC=C2,1
GR94839_H,c1(ccccc1)CC(N1[C@H](CN(CC1)C(=O)C)C[N@]1CC[C@H](C1)O)=O,0
4-Anilino-N-phenethyl-4-piperidine (ANPP),C1CN(CCC1NC2=CC=CC=C2)CCC3=CC=CC=C3,1
arbekacin,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)CC[C@H]2N)[C@H](O)[C@H]1O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O,0
Pyrovalerone,CCCC(C(=O)C1=CC=C(C=C1)C)N2CCCC2.Cl,1
Acetyldihydrocodeine,CC(=O)OC1CCC2C3CC4=C5C2(C1OC5=C(C=C4)OC)CCN3C,1
methastyridone,C1=CC=CC=C1/C=C/C2C(NC(O2)(C)C)=O,0
2-(3'-Iodo-4'-aminophenyl)-6-hydroxybenzothiazole,IC1=C(N([H])[H])C=CC(C2=NC3=CC=C(O[H])C=C3S2)=C1,0
salicin,[C@@H]2(OC1=C(C=CC=C1)CO)O[C@@H]([C@@H](O)[C@@H]([C@H]2O)O)CO,0
azaperone,Fc1ccc(cc1)C(=O)CCCN2CCN(CC2)c3ccccn3,0
thiamphenicol,C[S](=O)(=O)c1ccc(cc1)[C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl,0
milnacipran,[C@]1([C@H](C1)CN)(C(=O)N(CC)CC)C2=CC=CC=C2.[H+].[Cl-],0
flutemazepam,CN2C(=O)C(O)N=C(c1ccccc1F)c3cc(Cl)ccc23,0
Pipradrol,C1CCNC(C1)C(C2=CC=CC=C2)(C3=CC=CC=C3)O.Cl,1
Phenmetrazine,CC1C(OCCN1)C2=CC=CC=C2,1
cefprozil,O.C/C=C/C1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C2=O)C(O)=O,0
aliflurane,COC1(C(F)(F)C1(F)Cl)F,0
cyclosporina,CCC1C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)C(C(C)CC=CC)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C,0
suncillin,[Na+].[Na+].CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N[S]([O-])(=O)=O)c3ccccc3)C(=O)N2[C@H]1C([O-])=O,0
nefazodone,[H+].C4=C(N3CCN(CCCN1N=C(N(C1=O)CCOC2=CC=CC=C2)CC)CC3)C=CC=C4Cl.[Cl-],0
Phendimetrazine,CN1CCC2=C(C1)C(C3=CC=CC=C23)C4=CC=CC=C4.C(C(C(=O)O)O)(C(=O)O)O,1
mazipredone,[C@]34([C@H]([C@H]2[C@@H]([C@@]1(C(=CC(=O)C=C1)CC2)C)[C@H](C3)O)CC[C@@]4(C(CN5CCN(C)CC5)=O)O)C,0
Methadone,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,1
4-Methyl-alphapyrrolidinopropiophenone (4-MePPP),CC1=CC=C(C=C1)C(=O)C(C)N2CCCC2,1
algestone-acetonide,CC14C5(C(CC1C3C(C2(C(=CC(=O)CC2)CC3)C)CC4)OC(O5)(C)C)C(C)=O,0
captodiame,C1=CC(=CC=C1C(C2=CC=CC=C2)SCCN(C)C)SCCCC,0
cetirizine,OC(=O)COCCN1CCN(CC1)C(c2ccccc2)c3ccc(Cl)cc3,0
Nitrazepam,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3,1
ticabesone(ticabesone-propionate),[C@]14([C@](OC(=O)CC)([C@@H](CC1C3[C@@](F)(C2(C(=CC(=O)C=C2)[C@@H](F)C3)C)[C@@H](O)C4)C)C(SC)=O)C,0
pregnanolone,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,0
nonapyrimine,C1=C[NH]C2=C1C(=NC=N2)NCCCCCCCCC,0
hydroxyphenamate,CCC(O)(COC(N)=O)c1ccccc1,0
morsuximide,C3=C(C2(C(N(CN1CCOCC1)C(C2)=O)=O)C)C=CC=C3,0
trepipam(trimopam),[C@H]2(C1=CC(=C(OC)C=C1CCN(C2)C)OC)C3=CC=CC=C3,0
mepiramine,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,0
Norpipanone,CCC(=O)C(CCN1CCCCC1)(C2=CC=CC=C2)C3=CC=CC=C3,1
Cimetidine,CN=C(NCCSCc1nc[nH]c1C)NC#N,0
demoxepam,C3=C(C1=C2C(=NC(=O)CN1O)C=CC(=C2)Cl)C=CC=C3,0
rimcazole,CC4CN(CCCn2c1ccccc1c3ccccc23)CC(C)N4,0
cocaine,COC(=O)[C@H]1[C@H](CC2CCC1N2C)OC(=O)c3ccccc3,0
cefaloram,CC(=O)OCC1=C(N2[C@H](SC1)[C@H](NC(=O)Cc3ccccc3)C2=O)C(O)=O,0
rifametane,CCN(CC)C(C)=NN=Cc1c(O)c2c3C(=O)C4(C)OC=CC(OC)C(C)C(OC(C)=O)C(C)C(O)C(C)C(O)C(C)C=CC=C(C)C(=O)Nc1c(O)c2c(O)c(C)c3O4,0
ICI197067,CC(C)[C@@H](CN1CCCC1)N(C)C(=O)Cc2ccc(Cl)c(Cl)c2,0
prazepam,Clc1ccc2N(CC3CC3)C(=O)CN=C(c4ccccc4)c2c1,0
MAB-CHMINACA (N-(1-amino-3-3dimethyl-1-oxobutan-2-yl)-1-(cyclohexylmethyl)-1H-indazole-3-carboxamide),CC(C)(C)C(C(=O)N)NC(=O)C1=NN(C2=CC=CC=C21)CC3CCCCC3,1
fenbutrazate,C3=C(C1C(N(CCO1)CCOC(C(C2=CC=CC=C2)CC)=O)C)C=CC=C3,0
parapropamol,C1=C(NC(CC)=O)C=CC(=C1)O,0
Betamethasone,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,0
dulozafone,C1=C(C(=CC=C1Cl)N(C(CN(CCO)CCO)=O)C)C(C2=C(C=CC=C2)Cl)=O,0
Auxeomycin,[Cl-].CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)c4c(O)ccc(Cl)c4[C@@]3(C)O)C(=O)[C@]2(O)C(=O)\C(=C(N)/O)C1=O.[H+],0
naranol,C1=C4C(=C2C(=C1)C=CC=C2)CC3CN(C)CC(C3(O4)O)C,0
tigemonam,CC1(C)[C@H](NC(=O)C(=N\OCC(O)=O)/c2csc(N)n2)C(=O)N1O[S](O)(=O)=O,0
salsalate(salsalic-acid),C1=CC=CC(=C1OC(C2=C(C=CC=C2)O)=O)C(O)=O,0
Ecgonine,CN1C2CCC1C(C(C2)O)C(=O)O,1
thiotetrabarbital,C(C1(C(CCC)CC)C(NC(=S)NC1=O)=O)C,0
metaclazepam,C1=C(Br)C=CC2=C1C(=NCC(N2C)COC)C3=CC=CC=C3Cl,0
nicotine,CN1CCC[C@H]1c2cccnc2,0
gamfexine,C2=C(C(C1CCCCC1)CCN(C)C)C=CC=C2,0
phenobarbital,CCC1(C(=O)NC(=O)NC1=O)c2ccccc2,0
coumarin,O=C1Oc2ccccc2C=C1,0
aprobarbital,C(C1(C(NC(=O)NC1=O)=O)C(C)C)C=C,0
testolactone,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CCC(=O)O2,0
betamethasone-acetate(dexamethasone-acetate),[C@@]4([C@@]3([C@H]([C@H]2[C@]([C@@]1(C(=CC(=O)C=C1)CC2)C)(F)[C@H](C3)O)C[C@@H]4C)C)(C(COC(C)=O)=O)OC(C(C)C)=O,0
Aminopyrine,CN(C)C1=C(C)N(C)N(c2ccccc2)C1=O,0
fluoresone,C1=CC(=CC=C1[S](CC)(=O)=O)F,0
lomefloxacin,CCN1C=C(C(O)=O)C(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c12,0
iprindole,C1=CC=CC3=C1C2=C(CCCCCC2)[N]3CCCN(C)C,0
femoxetine,C3=C(C2C(COC1=CC=C(OC)C=C1)CN(C)CC2)C=CC=C3,0
mecloralurea,CNC(NC(C(Cl)(Cl)Cl)O)=O,0
Eluxadoline,CC1=CC(=CC(=C1CC(C(=O)N(CC2=CC(=C(C=C2)OC)C(=O)O)C(C)C3=NC=C(N3)C4=CC=CC=C4)N)C)C(=O)N,1
Clorazepate,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)C(=O)O,1
ciprazafone,C1=C(Cl)C=CC(=C1C(C2=C(C=CC=C2)Cl)=O)N(C(CNC3CC3)=O)C,0
ganciclovir,NC1=NC(=O)c2ncn(COC(CO)CO)c2N1,0
AB-PINACA (N-(1-amino-3-methyl-1-oxobutan-2-yl)-1-pentyl-1H-indazole-3-carboxamide),CCCCCN1C2=CC=CC=C2C(=N1)C(=O)NC(C(C)C)C(=O)N,1
losartan,CCCCc1nc(Cl)c(CO)n1Cc2ccc(cc2)c3ccccc3c4n[nH]nn4,0
etizolam,C1=C(SC2=C1C(=NCC3=NN=C([N]23)C)C4=CC=CC=C4Cl)CC,0
butorphanol,[C@]235[C@]([C@H](N(CC1CCC1)CC2)CC4=C3C=C(O)C=C4)(CCCC5)O,0
chlormezanone,C1=CC(=CC=C1C2[S](CCC(N2C)=O)(=O)=O)Cl,0
Opium preparations - 100 mg/(100 ml or 100 gm),O.O.O.O.O.O.O.O.O.O.O.O.O.O.[OH-].[Mg].[Mg].[Al].[Al].[Si].[Si].[Si].[Si],1
36,CN(CCC=C1c2ccccc2CCc2ccccc12)C,0
SB204484,c1(ccc(c(c1)Cl)Cl)CC(N1[C@H](CN2CCCC2)c2n(CC1)ncn2)=O,0
Pentobarbital,CCCC(C)C1(C(=O)NC(=O)NC1=O)CC,1
doxapram,C1=CC=CC=C1C2(C(CN(C2=O)CC)CCN3CCOCC3)C4=CC=CC=C4,0
Dihydroetorphine,CCCC(C)(C1CC23CCC1(C4C25CCN(C3CC6=C5C(=C(C=C6)O)O4)C)OC)O,1
trefentanil,[H+].C4=C(C2(N(C1=C(F)C=CC=C1)C(=O)CC)CCN(CC2)CCN3N=NN(C3=O)CC)C=CC=C4.[Cl-],0
flerobuterol,C1=C(C(CNC(C)(C)C)O)C(=CC=C1)F,0
bipenamol,S1[C@H]4N(CC1(C2CN3[C@H](S2)CC3=O)O)C(C4)=O,0
cyprodenate,C(C1CCCCC1)CC(OCCN(C)C)=O,0
fezolamine,C1=C(C(=N[N]1CCCN(C)C)C2=CC=CC=C2)C3=CC=CC=C3,0
panamesine,[C@H]5(CN3CCC(C2=CC1=C(OCO1)C=C2)(CC3)O)CN(C4=CC=C(OC)C=C4)C(O5)=O,0
motrazepam,C1=C([N+](=O)[O-])C=CC2=C1C(=NCC(N2COC)=O)C3=CC=CC=C3,0
azabuperone,C1=CC(=CC=C1C(CCCN2CC3N(CC2)CCC3)=O)F,0
ibrotamide,C(C(C(C)C)(C(N)=O)Br)C,0
Cyclopropane,C1CC1,0
clocortolone-acetate,[C@H]2(C1=CC(C=C[C@@]1(C4([C@@H](C2)[C@@H]3C[C@H]([C@H](C(COC(=O)C)=O)[C@@]3(C)C[C@@H]4O)C)Cl)C)=O)F,0
Zalcitabine,NC1=NC(=O)N(C=C1)[C@H]2CC[C@@H](CO)O2,0
flubanilate,CCOC(=O)N(CCN(C)C)c1cccc(c1)C(F)(F)F,0
glutethimide,CCC1(CCC(=O)NC1=O)c2ccccc2,0
iproclozide,C1=CC(=CC=C1OCC(NNC(C)C)=O)Cl,0
procymate,C(C(C1CCCCC1)OC(N)=O)C,0
DMT,COC(=O)c1ccc(cc1)C(=O)OC,0
losigamone,C2=C(C(C1C(=CC(O1)=O)OC)O)C(=CC=C2)Cl,0
sanfetrinem,COC1CCCC2C3C(C(C)O)C(=O)N3C(=C12)C([O-])=O,0
MIL-663581,OC(C)(C)c1onc(c2ncn3c2CN(C)C(c4c3cccc4Cl)=O)n1,0
aceperone,C1=CC=CC=C1C3(CCN(CCCC(C2=CC=C(F)C=C2)=O)CC3)CNC(C)=O,0
fluocortolone,[C@H]24[C@H]1[C@@]([C@@H](C(CO)=O)[C@@H](C1)C)(C[C@@H]([C@@H]2[C@@]3(C(=CC(=O)C=C3)[C@H](C4)F)C)O)C,0
doxylamine,CN(C)CCOC(C)(c1ccccc1)c2ccccn2,0
Fenfluramine,CCNC(C)CC1=CC(=CC=C1)C(F)(F)F,1
sertraline,[Cl-].CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c3ccccc13.[H+],0
zidovudine,CC1=CN([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)C(=O)NC1=O,0
Methamphetamine,CC(CC1=CC=CC=C1)NC,1
propacetamol,C1=CC(=CC=C1OC(CN(CC)CC)=O)NC(C)=O,0
Norclostebol (4-chloro-17beta-hydroxyestr-4-en-3-one,CC12CCC3C(C1CCC2O)CCC4=C(C(=O)CCC34)Cl,1
hydromorphinol,[C@@]125C3=C4C[C@H]([C@@]1(CC[C@@H]([C@@H]2OC3=C(C=C4)O)O)O)N(C)CC5,0
methantheline,CC[N+](C)(CC)CCOC(=O)C1c2ccccc2Oc3ccccc13,0
mefexamide,[H+].C1=C(OCC(=O)NCCN(CC)CC)C=CC(=C1)OC.[Cl-],0
cefcanel,Cc1sc(SCC2=C(N3[C@H](SC2)[C@H](NC(=O)[C@H](O)c4ccccc4)C3=O)C(O)=O)nn1,0
perphenazine,C1=C(Cl)C=CC3=C1N(C2=C(C=CC=C2)S3)CCCN4CCN(CCO)CC4,0
3-Methylfentanyl,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,1
N-N-Dimethylamphetamine,CC(CC1=CC=CC=C1)N(C)C,1
girisopam,C1=C(OC)C(=CC2=C1C(=NN=C(C2)C)C3=CC=CC(=C3)Cl)OC,0
Domperidone,Clc1ccc2N(C3CCN(CCCN4C(=O)Nc5ccccc45)CC3)C(=O)Nc2c1,0
retigabine,C1=CC(=CC(=C1NC(OCC)=O)N)NCC2=CC=C(C=C2)F,0
enkephalin,CC(C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(N)=O,0
sabeluzole,C1=CC=CC2=C1N=C(S2)N(C4CCN(CC(COC3=CC=C(C=C3)F)O)CC4)C,0
Normorphine,C1CNC2CC3=C4C15C2C=CC(C5OC4=C(C=C3)O)O,1
Morpheridine,CCOC(=O)C1(CCN(CC1)CCN2CCOCC2)C3=CC=CC=C3,1
amantadine,[Cl-].NC12CC3CC(CC(C3)C1)C2.[H+],0
12,c1c(c(ncc1)CSCCN\C(=[NH]\C#N)NCC)Br,0
5-Androstenediol (3beta-17beta-dihydroxy-androst-5-ene),CC12CCC3C(C1CCC2O)CC=C4C3(CCC(C4)O)C,1
thebaine,COC1=CC=C2[C@H]3Cc4ccc(OC)c5O[C@@H]1[C@]2(CCN3C)c45,0
Methaqualone,CC1=CC=CC=C1N2C(=NC3=CC=CC=C3C2=O)C,1
Methenolone (1-methyl-17beta-hydroxy-5alpha-androst-1-en-3-one),CC1=CC(=O)CC2C1(C3CCC4(C(C3CC2)CCC4O)C)C,1
ciladopa,[C@@H](CN2CCN(C1=CC=CC=CC1=O)CC2)(C3=CC(=C(OC)C=C3)OC)O,0
naflocort,[C@]14([C@H]([C@H]3[C@](F)([C@@H](O)C1)[C@@]2(C(=CC(=O)C=C2)CC3)C)C[C@@H]6[C@]4(CC5=CC=CC=C5C6)C(=O)CO)C.O,0
oxilorphan,[C@]235[C@]([C@H](N(CC1CC1)CC2)CC4=C3C=C(O)C=C4)(CCCC5)O,0
Itraconazole,CCC(C)N1N=CN(C1=O)c2ccc(cc2)N3CCN(CC3)c4ccc(OC[C@H]5CO[C@@](Cn6cncn6)(O5)c7ccc(Cl)cc7Cl)cc4,0
Prostanozol (17beta-hydroxy-5alpha-androstano[3-2-c]pyrazole),CC12CCC3C(C1CCC2O)CCC4C3(CC5=C(C4)NN=C5)C,1
lirequinil,[C@H]5(CN(C(C3=C2C1=CC(=CC=C1CCN2C(=O)C(=C3)C4=CC=CC=C4)Cl)=O)CC5)OCC,0
Myrophine,CCCCCCCCCCCCCC(=O)OC1C=CC2C3CC4=C5C2(C1OC5=C(C=C4)OCC6=CC=CC=C6)CCN3C,1
spiradoline,[C@]24(C[C@@H]([C@@H](N(C(CC1=CC(=C(Cl)C=C1)Cl)=O)C)CC2)N3CCCC3)CCCO4,0
alfaxalone/renanolone,[C@@H]23[C@H]([C@H]1[C@]([C@@H](C(C)=O)CC1)(C)CC2=O)CC[C@@H]4[C@@]3(CC[C@H](C4)O)C,0
Methadone intermediate,CC(CC(C#N)(C1=CC=CC=C1)C2=CC=CC=C2)N(C)C,1
tiospirone,C2=C1C(=NSC1=CC=C2)N5CCN(CCCCN3C(CC4(CC3=O)CCCC4)=O)CC5,0
almecillin,[Na+].CC1(C)SC2C(NC(=O)CSCC=C)C(=O)N2C1C([O-])=O,0
trimethadione,CC1(C(N(C(O1)=O)C)=O)C,0
ifoxetine,[C@@H]2(OC1=C(C(=CC=C1)C)C)[C@@H](CNCC2)O,0
beclomethasone/beclometasone,[C@]23([C@H]([C@H]1[C@]([C@](C(CO)=O)(O)[C@H](C1)C)(C)C[C@@H]2O)CCC4=CC(=O)C=C[C@]34C)Cl,0
Fluconazole,OC(Cn1cncn1)(Cn2cncn2)c3ccc(F)cc3F,0
Dipipanone,CCC(=O)C(CC(C)N1CCCCC1)(C2=CC=CC=C2)C3=CC=CC=C3,1
Dexfenfluramine,CCNC(C)CC1=CC(=CC=C1)C(F)(F)F,1
Tertbutylchlorambucil,c1cc(ccc1CCCC(OC(C)(C)C)=O)N(CCCl)CCCl,0
bifemelane,[H+].C2=C(CC1=CC=CC=C1)C(=CC=C2)OCCCCNC.[Cl-],0
Ethylbenzene,CCc1ccccc1,0
SB-656104-A,ClC1=CC=CC(OC2CCN(CCC3CCCN3S(C4=CC(N([H])C=C5)=C5C=C4)(=O)=O)CC2)=C1,0
isoniazid,NNC(=O)c1ccncc1,0
mexiletine,CC(N)COc1c(C)cccc1C,0
gevotroline,C1=C(F)C=CC2=C1C3=C([NH]2)CCN(C3)CCCC4=CN=CC=C4,0
mepenzolatebromide,[Br-].C[N+]1(C)CCCC(C1)OC(=O)C(O)(c2ccccc2)c3ccccc3,0
decimemide,C1=C(C(N)=O)C=C(C(=C1OC)OCCCCCCCCCC)OC,0
levophenacylmorphan,C5=C(C(CN1C2C4C(CC1)(C3=C(C2)C=CC(=C3)O)CCCC4)=O)C=CC=C5,0
Boldenone (17beta-hydroxyandrost-1-4-diene-3-one),CC12CCC3C(C1CCC2OC(=O)CCCCCCCCC=C)CCC4=CC(=O)C=CC34C,1
Alfentanil,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCN3C(=O)N(N=N3)CC)COC.Cl,1
algestone,[C@H]34[C@H]2[C@@H]([C@@]1(C(=CC(=O)CC1)CC2)C)CC[C@@]3([C@](O)([C@H](O)C4)C(=O)C)C,0
amiperone,C1=CC(=CC=C1C3(CCN(CCCC(C2=CC=C(F)C=C2)=O)CC3)C(N(C)C)=O)Cl,0
tofisopam,C1=C(OC)C(=CC2=C1C(=NN=C(C2CC)C)C3=CC=C(C(=C3)OC)OC)OC,0
5ÃÅ½ÃÂ±-Androstan-3-6-17-trione,CC12CCC(=O)CC1C(=O)CC3C2CCC4(C3CCC4=O)C,1
Pyrazinamide,NC(=O)c1cnccn1,0
phacetoperane,CC(=O)OC(C1CCCCN1)c2ccccc2,0
5-68,s1c(ncc1)CCN,0
MDMBÃÂ¢â¬âCHMICA- MMBÃÂ¢â¬âCHMINACA (Methyl 2-(1-(cyclohexylmethyl)-1H-indole-3-carboxamido)-3-3-dimethylbutanoate),CC(C)(C)C(C(=O)OC)NC(=O)C1=CN(C2=CC=CC=C21)CC3CCCCC3,1
lamotrigine,Nc1nnc(c(N)n1)c2cccc(Cl)c2Cl,0
Drotebanol,CN1CCC23CC(CCC2(C1CC4=C3C(=C(C=C4)OC)OC)O)O,1
rifaximin,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(NC(=O)C(=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)/C)c5n6ccc(C)cc6nc5c4c3C2=O,0
GR94839_L,c1(CC(N2[C@H](CN(CC2)C(=O)C)C[N@]2CC[C@H](O)C2)=O)ccc(S(=O)(=O)C)cc1,0
oxcarbazepine,C1=CC=CC3=C1N(C2=C(C=CC=C2)CC3=O)C(N)=O,0
Fospropofol,CC(C)C1=C(C(=CC=C1)C(C)C)OCOP(=O)([O-])[O-].[Na+].[Na+],1
ethyl-loflazepate,C=C,0
cefetamet,CO/N=C(C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(O)=O)C)/c3csc(N)n3,0
deximafen(imafen),C3=C(C1N2C(=NC1)NCC2)C=CC=C3,0
prednisolone-hemisuccinate,[C@]14([C@@](C(=O)COC(CCC(=O)[O-])=O)(CC[C@H]1[C@@H]3CCC2=CC(C=C[C@@]2([C@H]3[C@H](C4)O)C)=O)O)C.[Na+],0
azaquinzole,C1=CC=CC2=C1C3N(CC2)CCNC3,0
Boldenone (17beta-hydroxyandrost-1-4-diene-3-one),CC12CCC3C(C1CCC2O)CCC4=CC(=O)C=CC34C,1
desomorphine,C1=CC(=C3C2=C1CC5C4C2(C(O3)CCC4)CCN5C)O,0
Y-G20,c1c(nc2n1cccc2)CCN,0
Methenolone (1-methyl-17beta-hydroxy-5alpha-androst-1-en-3-one),CCCCCCC(=O)OC1CCC2C1(CCC3C2CCC4C3(C(=CC(=O)C4)C)C)C,1
amiflamine,[C@@H](O)([C@@H](O)C(=O)O)C(=O)O.[C@@H](N)(CC1=CC=C(N(C)C)C=C1C)C,0
paracetamol(acetaminophen),N(C(=O)C)C1=CC=C(O)C=C1,0
pentabamate,CC(C(C(OC(N)=O)C)C)OC(N)=O,0
Desmonomethylpromazine,CNCCCN1c2ccccc2Sc3ccccc13,0
Temelastine,Cc1ccc(CC2=CN=C(NCCCCc3ncc(Br)cc3C)NC2=O)cn1,0
Trometamol,NC(CO)(CO)CO,0
clodazon,C1=C(Cl)C=CC3=C1N(C2=CC=CC=C2)C(=O)N3CCCN(C)C,0
midazolam(midazolammaleate),C1=CC(=CC3=C1[N]2C(=CN=C2C)CN=C3C4=CC=CC=C4F)Cl,0
antipyrine,CN1N(C(=O)C=C1C)c2ccccc2,0
ICI199441,c1(ccccc1)[C@H](CN1CCCC1)N(C(=O)Cc1ccc(c(c1)Cl)Cl)C,0
normethadone,C2=C(C(C1=CC=CC=C1)(CCN(C)C)C(CC)=O)C=CC=C2,0
Bretazenil,CC(C)(C)OC(=O)c1ncn2c3cccc(Br)c3C(=O)N4CCC[C@H]4c12,0
tazobactam,C[C@]1(Cn2ccnn2)[C@@H](N3[C@@H](CC3=O)[S]1(=O)=O)C(O)=O,0
Busulfan,C[S](=O)(=O)OCCCCO[S](C)(=O)=O,0
pancopride,C3=C(C(NC1C2CCN(C1)CC2)=O)C(=CC(=C3Cl)N)OCC4CC4,0
nafimidone,C2=C(C(C[N]1C=CN=C1)=O)C=CC3=CC=CC=C23,0
BRL52974,c1(ccc(c(c1)Cl)Cl)CC(N1[C@@H](c2c(CC1)[nH]cn2)CN1CCCC1)=O,0
Azithromycin,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)C(C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,0
Acetylmethadol,CCC(C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2)OC(=O)C,1
dextropropoxyphene,CCC(=O)O[C@@](Cc1ccccc1)([C@H](C)CN(C)C)c2ccccc2,0
Parahexyl,CCCCCCC1=CC(=C2C3=C(CCC(C3)C)C(OC2=C1)(C)C)O,1
Morphine-N-oxide,C[N+]1(CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O)[O-],1
Etonitazene,CCN(CC)CCN1C2=C(C=C(C=C2)[N+](=O)[O-])N=C1CC3=CC=C(C=C3)OCC,1
josamycin,CO[C@H]1[C@@H](CC(=O)O[C@H](C)C/C=C/C=C/[C@H](O)[C@H](C)C[C@H](CC=O)[C@@H]1O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O3)[C@@H]([C@H]2O)N(C)C)OC(C)=O,0
Hexobarbital,CN1C(=O)NC(=O)C(C)(C1=O)C2=CCCCC2,0
Clonazepam,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl,1
cefedrolor,CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)c3ccc(O)c(Cl)c3)C2=O)C(O)=O,0
Codeine,CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O,1
carebastine,CC(C)(C(O)=O)c1ccc(cc1)C(=O)CCCN2CCC(CC2)OC(c3ccccc3)c4ccccc4,0
fluocortolone-caproate,CCCCCC(=O)OCC(=O)C3C(C)CC4C2CC(F)C1=CC(=O)C=CC1(C)C2C(O)CC34C,0
Nandrolone (17beta-hydroxyestr-4-en-3-one),CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34,1
hydrocodone,COc1ccc2C[C@@H]3[C@@H]4CCC(=O)[C@@H]5Oc1c2[C@]45CCN3C,0
fluocinolone-acetonide,[C@@]45([C@@]3([C@H]([C@H]2[C@]([C@@]1(C(=CC(=O)C=C1)[C@H](C2)F)C)(F)[C@H](C3)O)C[C@H]4OC(O5)(C)C)C)C(CO)=O,0
revospirone,C1=CC=CC4=C1C(N(CCCN3CCN(C2=NC=CC=N2)CC3)[S]4(=O)=O)=O,0
Nandrolone (17beta-hydroxyestr-4-en-3-one),CCCCCCCCCC(=O)OC1CCC2C1(CCC3C2CCC4=CC(=O)CCC34)C,1
